,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Symphonicsuite (Aot) Part1-3rd: Barrichestra,0.204,0.492,9,-9.376,0,0.035,0.00668,0.835,0.181,0.0457,136.732,audio_features,2s5FUW292BnBzPJa9tSoJb,spotify:track:2s5FUW292BnBzPJa9tSoJb,https://api.spotify.com/v1/tracks/2s5FUW292BnBzPJa9tSoJb,https://api.spotify.com/v1/audio-analysis/2s5FUW292BnBzPJa9tSoJb,359747,4
Sorry,0.637,0.764,8,-6.651,1,0.053,0.0528,0,0.258,0.474,104.277,audio_features,1tpfBBXmgxhdNac6xClQp6,spotify:track:1tpfBBXmgxhdNac6xClQp6,https://api.spotify.com/v1/tracks/1tpfBBXmgxhdNac6xClQp6,https://api.spotify.com/v1/audio-analysis/1tpfBBXmgxhdNac6xClQp6,255333,4
Homewards,0.409,0.494,0,-11.386,1,0.305,0.558,0.15,0.331,0.789,94.006,audio_features,2YdgfEjUO1qhG9j2R58HES,spotify:track:2YdgfEjUO1qhG9j2R58HES,https://api.spotify.com/v1/tracks/2YdgfEjUO1qhG9j2R58HES,https://api.spotify.com/v1/audio-analysis/2YdgfEjUO1qhG9j2R58HES,151303,3
Invincible,0.548,0.732,11,-5.652,0,0.336,0.125,0,0.269,0.612,142.791,audio_features,792HwhrdO3ErRKL5yRe4Ge,spotify:track:792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/audio-analysis/792HwhrdO3ErRKL5yRe4Ge,127547,4
Siento - AR Ferdinand Remix,0.6,0.695,1,-6.79,0,0.0498,0.0229,0.0135,0.31,0.571,172.101,audio_features,60oKwaL3TRiZEuqionb4aF,spotify:track:60oKwaL3TRiZEuqionb4aF,https://api.spotify.com/v1/tracks/60oKwaL3TRiZEuqionb4aF,https://api.spotify.com/v1/audio-analysis/60oKwaL3TRiZEuqionb4aF,231323,4
Dig It,0.54,0.489,5,-12.276,1,0.117,0.659,0.0019,0.457,0.67,157.03,audio_features,0eRyOunOVBChlXxIvqwOxH,spotify:track:0eRyOunOVBChlXxIvqwOxH,https://api.spotify.com/v1/tracks/0eRyOunOVBChlXxIvqwOxH,https://api.spotify.com/v1/audio-analysis/0eRyOunOVBChlXxIvqwOxH,50467,3
Solo,0.751,0.642,3,-5.165,0,0.087,0.0861,0,0.0953,0.388,95.045,audio_features,2wVDWtLKXunswWecARNILj,spotify:track:2wVDWtLKXunswWecARNILj,https://api.spotify.com/v1/tracks/2wVDWtLKXunswWecARNILj,https://api.spotify.com/v1/audio-analysis/2wVDWtLKXunswWecARNILj,169567,4
Solo Si Es Contigo,0.721,0.482,4,-7.713,0,0.201,0.257,0,0.137,0.64,170.132,audio_features,6GTZrTCYaK60pZYvgaOw5Y,spotify:track:6GTZrTCYaK60pZYvgaOw5Y,https://api.spotify.com/v1/tracks/6GTZrTCYaK60pZYvgaOw5Y,https://api.spotify.com/v1/audio-analysis/6GTZrTCYaK60pZYvgaOw5Y,239926,4
To Be Alone,0.559,0.443,0,-6.52,0,0.0259,0.403,0.000183,0.141,0.264,67.05,audio_features,1XJQ7xI6jzcZybuHemxsPP,spotify:track:1XJQ7xI6jzcZybuHemxsPP,https://api.spotify.com/v1/tracks/1XJQ7xI6jzcZybuHemxsPP,https://api.spotify.com/v1/audio-analysis/1XJQ7xI6jzcZybuHemxsPP,323640,3
Event Horizon,0.464,0.38,7,-8.052,1,0.0279,0.0665,0.898,0.114,0.0558,100.006,audio_features,7lSHfDPdyGdRyG234h5ToK,spotify:track:7lSHfDPdyGdRyG234h5ToK,https://api.spotify.com/v1/tracks/7lSHfDPdyGdRyG234h5ToK,https://api.spotify.com/v1/audio-analysis/7lSHfDPdyGdRyG234h5ToK,310667,3
Cry Your Heart Out,0.624,0.722,5,-4.817,0,0.0307,0.134,0,0.0829,0.613,82.405,audio_features,4XCLEb5S8DCLRM39fBUBIy,spotify:track:4XCLEb5S8DCLRM39fBUBIy,https://api.spotify.com/v1/tracks/4XCLEb5S8DCLRM39fBUBIy,https://api.spotify.com/v1/audio-analysis/4XCLEb5S8DCLRM39fBUBIy,219133,4
Alone on a Sunday,0.585,0.521,8,-6.678,1,0.146,0.853,0.939,0.282,0.0802,89.957,audio_features,2RjDfzlqWv0LEa4GWtwNST,spotify:track:2RjDfzlqWv0LEa4GWtwNST,https://api.spotify.com/v1/tracks/2RjDfzlqWv0LEa4GWtwNST,https://api.spotify.com/v1/audio-analysis/2RjDfzlqWv0LEa4GWtwNST,216515,4
Mentiras,0.73,0.842,9,-4.086,1,0.0297,0.00804,0,0.252,0.864,124.957,audio_features,5CLKcBDWf6lTTLMfPDBEeC,spotify:track:5CLKcBDWf6lTTLMfPDBEeC,https://api.spotify.com/v1/tracks/5CLKcBDWf6lTTLMfPDBEeC,https://api.spotify.com/v1/audio-analysis/5CLKcBDWf6lTTLMfPDBEeC,201400,4
Todo Tiene Su Lugar,0.583,0.83,0,-5.361,0,0.0262,0.00463,0,0.363,0.725,127.006,audio_features,5d0Ji6Poqvmtz9lzdpWd7F,spotify:track:5d0Ji6Poqvmtz9lzdpWd7F,https://api.spotify.com/v1/tracks/5d0Ji6Poqvmtz9lzdpWd7F,https://api.spotify.com/v1/audio-analysis/5d0Ji6Poqvmtz9lzdpWd7F,189693,4
Capuccino,0.674,0.00465,3,-34.725,1,0.135,0.933,0.622,0.109,0.297,120.492,audio_features,68TIWhvFNH4UgJojG1hOgu,spotify:track:68TIWhvFNH4UgJojG1hOgu,https://api.spotify.com/v1/tracks/68TIWhvFNH4UgJojG1hOgu,https://api.spotify.com/v1/audio-analysis/68TIWhvFNH4UgJojG1hOgu,60004,4
Por Qué No Se Van,0.737,0.94,0,-4.976,1,0.041,0.0119,0.00213,0.0661,0.966,151.272,audio_features,6lPN572ksr7OoLNIAuCVw0,spotify:track:6lPN572ksr7OoLNIAuCVw0,https://api.spotify.com/v1/tracks/6lPN572ksr7OoLNIAuCVw0,https://api.spotify.com/v1/audio-analysis/6lPN572ksr7OoLNIAuCVw0,182360,4
Baby,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,audio_features,5MPPttjfGap2C6j6eKcO6J,spotify:track:5MPPttjfGap2C6j6eKcO6J,https://api.spotify.com/v1/tracks/5MPPttjfGap2C6j6eKcO6J,https://api.spotify.com/v1/audio-analysis/5MPPttjfGap2C6j6eKcO6J,142417,4
Lovely You,0.681,0.634,9,-11.831,0,0.0436,0.711,0.181,0.132,0.819,84.03,audio_features,6VBwgjSdFukVSz7nSbTvXV,spotify:track:6VBwgjSdFukVSz7nSbTvXV,https://api.spotify.com/v1/tracks/6VBwgjSdFukVSz7nSbTvXV,https://api.spotify.com/v1/audio-analysis/6VBwgjSdFukVSz7nSbTvXV,127650,4
winter bokeh,0.802,0.4,5,-10.721,1,0.0375,0.438,0.00162,0.238,0.271,80.639,audio_features,1pdRvFje2T0pHxxOXRXYFE,spotify:track:1pdRvFje2T0pHxxOXRXYFE,https://api.spotify.com/v1/tracks/1pdRvFje2T0pHxxOXRXYFE,https://api.spotify.com/v1/audio-analysis/1pdRvFje2T0pHxxOXRXYFE,127198,4
Lovely Rita,0.61,0.471,8,-9.151,0,0.0261,0.0634,0,0.118,0.63,87.379,audio_features,6h9W5FxX4E9lUFsyq8j1AD,spotify:track:6h9W5FxX4E9lUFsyq8j1AD,https://api.spotify.com/v1/tracks/6h9W5FxX4E9lUFsyq8j1AD,https://api.spotify.com/v1/audio-analysis/6h9W5FxX4E9lUFsyq8j1AD,162093,4
Hija Puta,0.818,0.804,11,-5.523,0,0.0528,0.0579,0,0.249,0.532,91.971,audio_features,2ttKUK2HYSDZ50DR6dqI7D,spotify:track:2ttKUK2HYSDZ50DR6dqI7D,https://api.spotify.com/v1/tracks/2ttKUK2HYSDZ50DR6dqI7D,https://api.spotify.com/v1/audio-analysis/2ttKUK2HYSDZ50DR6dqI7D,212500,4
Se Libre (feat. Movimiento Original),0.664,0.724,11,-6.143,0,0.202,0.121,0,0.208,0.884,174.094,audio_features,4KnpphpichS7dnGCruS6Kb,spotify:track:4KnpphpichS7dnGCruS6Kb,https://api.spotify.com/v1/tracks/4KnpphpichS7dnGCruS6Kb,https://api.spotify.com/v1/audio-analysis/4KnpphpichS7dnGCruS6Kb,264649,4
Sorrow,0.514,0.911,7,-4.595,1,0.0528,0.00191,4.78e-06,0.0736,0.848,139.971,audio_features,5KiS8SFnu21xI74mHgfZ3D,spotify:track:5KiS8SFnu21xI74mHgfZ3D,https://api.spotify.com/v1/tracks/5KiS8SFnu21xI74mHgfZ3D,https://api.spotify.com/v1/audio-analysis/5KiS8SFnu21xI74mHgfZ3D,201293,4
ウィーアー! (ワンピース) - LIVE,0.332,0.975,8,-6.182,1,0.106,0.206,0,0.981,0.268,167.874,audio_features,42esJ6BgSoV1DS3Onns03h,spotify:track:42esJ6BgSoV1DS3Onns03h,https://api.spotify.com/v1/tracks/42esJ6BgSoV1DS3Onns03h,https://api.spotify.com/v1/audio-analysis/42esJ6BgSoV1DS3Onns03h,262013,4
Feels Like Something Started,0.651,0.666,5,-6.272,0,0.031,0.000887,0.0022,0.231,0.793,119.954,audio_features,1qnS6564IInyl93aTe8lDe,spotify:track:1qnS6564IInyl93aTe8lDe,https://api.spotify.com/v1/tracks/1qnS6564IInyl93aTe8lDe,https://api.spotify.com/v1/audio-analysis/1qnS6564IInyl93aTe8lDe,107750,4
Behind the World,0.702,0.35,1,-18.849,1,0.234,0.0745,0,0.0903,0.241,180.24,audio_features,67TyODuUOClXiObdIDOKcB,spotify:track:67TyODuUOClXiObdIDOKcB,https://api.spotify.com/v1/tracks/67TyODuUOClXiObdIDOKcB,https://api.spotify.com/v1/audio-analysis/67TyODuUOClXiObdIDOKcB,137235,4
A Fuego Por Ahi (feat. Darkiel),0.697,0.755,7,-4.503,0,0.0765,0.435,6.19e-06,0.125,0.629,171.994,audio_features,0qeXgnhB4bYNhrwBzOsIJd,spotify:track:0qeXgnhB4bYNhrwBzOsIJd,https://api.spotify.com/v1/tracks/0qeXgnhB4bYNhrwBzOsIJd,https://api.spotify.com/v1/audio-analysis/0qeXgnhB4bYNhrwBzOsIJd,236672,4
Nothing It Can,0.181,0.245,1,-12.333,1,0.0389,0.779,0.899,0.0681,0.0366,109.007,audio_features,4YEKwC3ipNg9LdR02OL8h2,spotify:track:4YEKwC3ipNg9LdR02OL8h2,https://api.spotify.com/v1/tracks/4YEKwC3ipNg9LdR02OL8h2,https://api.spotify.com/v1/audio-analysis/4YEKwC3ipNg9LdR02OL8h2,287521,4
Ya No Puedo Amarte,0.834,0.589,2,-6.996,1,0.0409,0.337,1.25e-06,0.168,0.695,131.958,audio_features,2zPw7cVJqtE5ddZlJQsLqK,spotify:track:2zPw7cVJqtE5ddZlJQsLqK,https://api.spotify.com/v1/tracks/2zPw7cVJqtE5ddZlJQsLqK,https://api.spotify.com/v1/audio-analysis/2zPw7cVJqtE5ddZlJQsLqK,258134,4
Coloring Outside The Lines,0.655,0.823,0,-4.28,1,0.0546,0.0196,9.14e-05,0.546,0.622,111.007,audio_features,2cyfSwcJRd5ikvj34eokdN,spotify:track:2cyfSwcJRd5ikvj34eokdN,https://api.spotify.com/v1/tracks/2cyfSwcJRd5ikvj34eokdN,https://api.spotify.com/v1/audio-analysis/2cyfSwcJRd5ikvj34eokdN,231307,4
Last Autumn,0.651,0.34,1,-13.671,1,0.0753,0.811,0.916,0.126,0.546,86.733,audio_features,27ar8256SND7stfeQF1A99,spotify:track:27ar8256SND7stfeQF1A99,https://api.spotify.com/v1/tracks/27ar8256SND7stfeQF1A99,https://api.spotify.com/v1/audio-analysis/27ar8256SND7stfeQF1A99,58639,4
Inuyasha Lullaby,0.317,0.102,0,-10.296,1,0.0347,0.973,7.59e-05,0.102,0.391,108.49,audio_features,2TIeqgonCXrEopUKaJtvTl,spotify:track:2TIeqgonCXrEopUKaJtvTl,https://api.spotify.com/v1/tracks/2TIeqgonCXrEopUKaJtvTl,https://api.spotify.com/v1/audio-analysis/2TIeqgonCXrEopUKaJtvTl,126120,3
larkspur,0.496,0.102,3,-12.072,1,0.0697,0.766,0.908,0.0724,0.199,141.043,audio_features,5hceFXlOIgKn3gsWx64vEk,spotify:track:5hceFXlOIgKn3gsWx64vEk,https://api.spotify.com/v1/tracks/5hceFXlOIgKn3gsWx64vEk,https://api.spotify.com/v1/audio-analysis/5hceFXlOIgKn3gsWx64vEk,191875,4
Sentimento Original,0.746,0.606,11,-8.864,0,0.0892,0.017,0,0.0835,0.683,86.656,audio_features,221XD85dLV8jiMyrEz1JBQ,spotify:track:221XD85dLV8jiMyrEz1JBQ,https://api.spotify.com/v1/tracks/221XD85dLV8jiMyrEz1JBQ,https://api.spotify.com/v1/audio-analysis/221XD85dLV8jiMyrEz1JBQ,290907,4
Gris,0.849,0.709,6,-4.717,0,0.0794,0.229,0,0.329,0.916,93.06,audio_features,1syf62zw48zu4FrPwMtDHk,spotify:track:1syf62zw48zu4FrPwMtDHk,https://api.spotify.com/v1/tracks/1syf62zw48zu4FrPwMtDHk,https://api.spotify.com/v1/audio-analysis/1syf62zw48zu4FrPwMtDHk,176627,4
NGC 6236,0.484,0.254,11,-7.54,1,0.274,0.658,0.909,0.121,0.705,148.463,audio_features,6Ditgndq8NnRVJf8K3hs7W,spotify:track:6Ditgndq8NnRVJf8K3hs7W,https://api.spotify.com/v1/tracks/6Ditgndq8NnRVJf8K3hs7W,https://api.spotify.com/v1/audio-analysis/6Ditgndq8NnRVJf8K3hs7W,115200,4
Through the Looking Glass,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,audio_features,7K5dzhGda2vRTaAWYI3hrb,spotify:track:7K5dzhGda2vRTaAWYI3hrb,https://api.spotify.com/v1/tracks/7K5dzhGda2vRTaAWYI3hrb,https://api.spotify.com/v1/audio-analysis/7K5dzhGda2vRTaAWYI3hrb,215414,4
Con Altura,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,audio_features,2qG5sZ7Si6sdK74qLxedYM,spotify:track:2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/audio-analysis/2qG5sZ7Si6sdK74qLxedYM,161627,4
"okay, but this is the last time",0.313,0.446,0,-13.22,1,0.192,0.929,0.0489,0.376,0.155,144.179,audio_features,4bChBJGzKnGFO5osJI2duR,spotify:track:4bChBJGzKnGFO5osJI2duR,https://api.spotify.com/v1/tracks/4bChBJGzKnGFO5osJI2duR,https://api.spotify.com/v1/audio-analysis/4bChBJGzKnGFO5osJI2duR,144730,4
Más Fuego al Movimiento,0.811,0.572,6,-9.544,0,0.0434,0.0169,0.000199,0.205,0.856,120.011,audio_features,1361XmBPeU1LnIYU9sHnJn,spotify:track:1361XmBPeU1LnIYU9sHnJn,https://api.spotify.com/v1/tracks/1361XmBPeU1LnIYU9sHnJn,https://api.spotify.com/v1/audio-analysis/1361XmBPeU1LnIYU9sHnJn,266904,4
Friday Morning 5/5/2017,0.81,0.428,0,-13.269,1,0.533,0.572,0.868,0.113,0.494,148.227,audio_features,2dwYtmRL8EUoOlvM8lrJYR,spotify:track:2dwYtmRL8EUoOlvM8lrJYR,https://api.spotify.com/v1/tracks/2dwYtmRL8EUoOlvM8lrJYR,https://api.spotify.com/v1/audio-analysis/2dwYtmRL8EUoOlvM8lrJYR,100693,1
Sanctum I,0.491,0.217,9,-23.404,1,0.0349,0.242,0.858,0.142,0.142,120.0,audio_features,13PQBE8NPmDQoTpqrmxVt3,spotify:track:13PQBE8NPmDQoTpqrmxVt3,https://api.spotify.com/v1/tracks/13PQBE8NPmDQoTpqrmxVt3,https://api.spotify.com/v1/audio-analysis/13PQBE8NPmDQoTpqrmxVt3,127999,4
Before Lights Out - Instrumental,0.518,0.88,9,-6.726,1,0.0513,0.00292,0.919,0.13,0.24,109.494,audio_features,2rIekliDcn3wb7NGjLtLiX,spotify:track:2rIekliDcn3wb7NGjLtLiX,https://api.spotify.com/v1/tracks/2rIekliDcn3wb7NGjLtLiX,https://api.spotify.com/v1/audio-analysis/2rIekliDcn3wb7NGjLtLiX,173560,3
Vida de Colores,0.453,0.862,10,-5.712,1,0.0929,0.129,0,0.114,0.484,96.036,audio_features,7ouz5yXO1nfZGILvZCEdEx,spotify:track:7ouz5yXO1nfZGILvZCEdEx,https://api.spotify.com/v1/tracks/7ouz5yXO1nfZGILvZCEdEx,https://api.spotify.com/v1/audio-analysis/7ouz5yXO1nfZGILvZCEdEx,239853,4
Moon of Guidance,0.686,0.723,1,-7.347,1,0.0426,0.000714,0.8,0.13,0.598,94.057,audio_features,7GnFznZjIFfTDbVTwD6PWy,spotify:track:7GnFznZjIFfTDbVTwD6PWy,https://api.spotify.com/v1/tracks/7GnFznZjIFfTDbVTwD6PWy,https://api.spotify.com/v1/audio-analysis/7GnFznZjIFfTDbVTwD6PWy,234914,4
Querer Mejor,0.782,0.698,2,-4.46,1,0.108,0.233,0,0.0952,0.569,82.502,audio_features,7HqSPcRCn86vitOZ8Km6NK,spotify:track:7HqSPcRCn86vitOZ8Km6NK,https://api.spotify.com/v1/tracks/7HqSPcRCn86vitOZ8Km6NK,https://api.spotify.com/v1/audio-analysis/7HqSPcRCn86vitOZ8Km6NK,173467,4
Stratosphere,0.44,0.636,0,-6.051,1,0.0298,0.171,0.000143,0.127,0.0949,127.869,audio_features,3pA1FuKpnzDuEvv2Wu5jRm,spotify:track:3pA1FuKpnzDuEvv2Wu5jRm,https://api.spotify.com/v1/tracks/3pA1FuKpnzDuEvv2Wu5jRm,https://api.spotify.com/v1/audio-analysis/3pA1FuKpnzDuEvv2Wu5jRm,237201,4
Punto de Partida - En Vivo Entre Amigos,0.509,0.775,4,-7.304,1,0.0478,0.00426,1.7e-06,0.816,0.415,142.095,audio_features,7DBrWvscj1r0PBoWHcHx9l,spotify:track:7DBrWvscj1r0PBoWHcHx9l,https://api.spotify.com/v1/tracks/7DBrWvscj1r0PBoWHcHx9l,https://api.spotify.com/v1/audio-analysis/7DBrWvscj1r0PBoWHcHx9l,241787,4
Summertime Magic,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,audio_features,4j3GWI86JvSaF0BLdmgcfF,spotify:track:4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/tracks/4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/audio-analysis/4j3GWI86JvSaF0BLdmgcfF,213600,4
Brave Heart (Digimon),0.378,0.891,0,-3.678,1,0.0531,0.0112,3.78e-05,0.353,0.5,142.066,audio_features,5fI0tteqDxnv2Tso0CcZbW,spotify:track:5fI0tteqDxnv2Tso0CcZbW,https://api.spotify.com/v1/tracks/5fI0tteqDxnv2Tso0CcZbW,https://api.spotify.com/v1/audio-analysis/5fI0tteqDxnv2Tso0CcZbW,243409,4
Otro Trago - Remix,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,audio_features,4bTZeO72FwMa6wKOiqoynL,spotify:track:4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/tracks/4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/audio-analysis/4bTZeO72FwMa6wKOiqoynL,287773,4
Army of Two,0.696,0.683,9,-5.659,1,0.027,0.128,6.5e-06,0.112,0.391,114.975,audio_features,2AUGrnJKLyjBPkzVkv1YtM,spotify:track:2AUGrnJKLyjBPkzVkv1YtM,https://api.spotify.com/v1/tracks/2AUGrnJKLyjBPkzVkv1YtM,https://api.spotify.com/v1/audio-analysis/2AUGrnJKLyjBPkzVkv1YtM,233333,4
Serás,0.835,0.379,0,-7.53,1,0.0549,0.475,3.49e-06,0.196,0.963,109.878,audio_features,1CaLu1n5nOWZteFs4UMrbK,spotify:track:1CaLu1n5nOWZteFs4UMrbK,https://api.spotify.com/v1/tracks/1CaLu1n5nOWZteFs4UMrbK,https://api.spotify.com/v1/audio-analysis/1CaLu1n5nOWZteFs4UMrbK,233083,4
Sekai Ga Owaru Made Wa (Slam Dunk),0.467,0.744,0,-4.822,1,0.0352,0.000347,0.000254,0.0894,0.137,103.968,audio_features,4mj37oiNEYYmGBZnhu65YT,spotify:track:4mj37oiNEYYmGBZnhu65YT,https://api.spotify.com/v1/tracks/4mj37oiNEYYmGBZnhu65YT,https://api.spotify.com/v1/audio-analysis/4mj37oiNEYYmGBZnhu65YT,314776,4
Real (feat. Caloncho),0.496,0.611,4,-7.516,0,0.0963,0.328,9.2e-06,0.175,0.763,78.777,audio_features,0nIGISO07dANLwVttpjy1i,spotify:track:0nIGISO07dANLwVttpjy1i,https://api.spotify.com/v1/tracks/0nIGISO07dANLwVttpjy1i,https://api.spotify.com/v1/audio-analysis/0nIGISO07dANLwVttpjy1i,217880,4
9 a.m ft Idealism,0.6,0.122,7,-18.775,0,0.325,0.93,0.794,0.0812,0.151,80.032,audio_features,4mjN6CgmgseLL7NZ2mQ5EY,spotify:track:4mjN6CgmgseLL7NZ2mQ5EY,https://api.spotify.com/v1/tracks/4mjN6CgmgseLL7NZ2mQ5EY,https://api.spotify.com/v1/audio-analysis/4mjN6CgmgseLL7NZ2mQ5EY,171016,4
Zero Eclipse,0.637,0.756,7,-4.614,0,0.0314,0.0382,0,0.0508,0.334,134.011,audio_features,0MemW1DmggDpHBGH4GgiaS,spotify:track:0MemW1DmggDpHBGH4GgiaS,https://api.spotify.com/v1/tracks/0MemW1DmggDpHBGH4GgiaS,https://api.spotify.com/v1/audio-analysis/0MemW1DmggDpHBGH4GgiaS,253893,4
99.9,0.489,0.94,10,-2.632,0,0.209,0.00415,0.000201,0.15,0.681,167.99,audio_features,4cHqWNDNrgCu6PbUZcgUxP,spotify:track:4cHqWNDNrgCu6PbUZcgUxP,https://api.spotify.com/v1/tracks/4cHqWNDNrgCu6PbUZcgUxP,https://api.spotify.com/v1/audio-analysis/4cHqWNDNrgCu6PbUZcgUxP,188707,4
Harukaze,0.366,0.871,4,-0.957,1,0.0597,0.0467,0,0.176,0.571,165.042,audio_features,6uJznJakfrcbM1CZDOPcvH,spotify:track:6uJznJakfrcbM1CZDOPcvH,https://api.spotify.com/v1/tracks/6uJznJakfrcbM1CZDOPcvH,https://api.spotify.com/v1/audio-analysis/6uJznJakfrcbM1CZDOPcvH,275333,4
Run,0.447,0.72,7,-3.954,1,0.0332,0.0416,0.000297,0.614,0.362,157.892,audio_features,6p8eEdiZLKJH8tcjGZuNTK,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,https://api.spotify.com/v1/tracks/6p8eEdiZLKJH8tcjGZuNTK,https://api.spotify.com/v1/audio-analysis/6p8eEdiZLKJH8tcjGZuNTK,195000,3
Elevated,0.215,0.147,4,-18.9,1,0.0375,0.975,0.912,0.0942,0.0387,75.484,audio_features,7zWjcC7jNhFtqckFMkiNux,spotify:track:7zWjcC7jNhFtqckFMkiNux,https://api.spotify.com/v1/tracks/7zWjcC7jNhFtqckFMkiNux,https://api.spotify.com/v1/audio-analysis/7zWjcC7jNhFtqckFMkiNux,213713,3
doom,0.856,0.841,6,-7.737,0,0.335,0.0977,0,0.0773,0.794,95.418,audio_features,7lT1dCz96jANsLAAADlfIg,spotify:track:7lT1dCz96jANsLAAADlfIg,https://api.spotify.com/v1/tracks/7lT1dCz96jANsLAAADlfIg,https://api.spotify.com/v1/audio-analysis/7lT1dCz96jANsLAAADlfIg,298053,4
You Have Done Well,0.208,0.132,0,-16.223,1,0.038,0.977,0.919,0.365,0.0822,125.245,audio_features,2XxHmtjVyUvq0YngQPrffh,spotify:track:2XxHmtjVyUvq0YngQPrffh,https://api.spotify.com/v1/tracks/2XxHmtjVyUvq0YngQPrffh,https://api.spotify.com/v1/audio-analysis/2XxHmtjVyUvq0YngQPrffh,252380,3
"Moonshine, Pt. 2",0.662,0.15,3,-7.059,0,0.0424,0.768,0.903,0.0927,0.609,86.016,audio_features,02q9hg1ZduRP1UNwDuZ4jU,spotify:track:02q9hg1ZduRP1UNwDuZ4jU,https://api.spotify.com/v1/tracks/02q9hg1ZduRP1UNwDuZ4jU,https://api.spotify.com/v1/audio-analysis/02q9hg1ZduRP1UNwDuZ4jU,114148,4
Grado 3,0.551,0.865,7,-6.369,1,0.0723,0.033,1.59e-06,0.244,0.775,159.981,audio_features,0SpADxMGryCt6r9rdlkdZ8,spotify:track:0SpADxMGryCt6r9rdlkdZ8,https://api.spotify.com/v1/tracks/0SpADxMGryCt6r9rdlkdZ8,https://api.spotify.com/v1/audio-analysis/0SpADxMGryCt6r9rdlkdZ8,232360,4
Levitation,0.215,0.46,2,-6.858,1,0.0303,0.544,0.445,0.0641,0.0651,142.462,audio_features,1oCUj7YvKxxSKRDAU3pePN,spotify:track:1oCUj7YvKxxSKRDAU3pePN,https://api.spotify.com/v1/tracks/1oCUj7YvKxxSKRDAU3pePN,https://api.spotify.com/v1/audio-analysis/1oCUj7YvKxxSKRDAU3pePN,354600,4
Espartaco,0.674,0.767,5,-6.54,1,0.0957,0.185,3.29e-05,0.0783,0.835,171.973,audio_features,5IJfOtDmZ8mb56Zzv0icgI,spotify:track:5IJfOtDmZ8mb56Zzv0icgI,https://api.spotify.com/v1/tracks/5IJfOtDmZ8mb56Zzv0icgI,https://api.spotify.com/v1/audio-analysis/5IJfOtDmZ8mb56Zzv0icgI,317075,4
Oh My Love,0.564,0.919,7,-3.432,1,0.155,0.0278,0,0.251,0.733,149.02,audio_features,4Q99wmrzQFtK3oweyLkWij,spotify:track:4Q99wmrzQFtK3oweyLkWij,https://api.spotify.com/v1/tracks/4Q99wmrzQFtK3oweyLkWij,https://api.spotify.com/v1/audio-analysis/4Q99wmrzQFtK3oweyLkWij,218133,4
Sin Ti (feat. Quique Neira),0.786,0.517,10,-7.67,1,0.144,0.00541,0,0.252,0.74,146.869,audio_features,6209QxIqPJxYsO64iVYRpi,spotify:track:6209QxIqPJxYsO64iVYRpi,https://api.spotify.com/v1/tracks/6209QxIqPJxYsO64iVYRpi,https://api.spotify.com/v1/audio-analysis/6209QxIqPJxYsO64iVYRpi,211680,4
i miss you,0.664,0.781,11,-6.547,1,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,audio_features,1oTo3ijRbaDAtrjJrGAPSw,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,https://api.spotify.com/v1/tracks/1oTo3ijRbaDAtrjJrGAPSw,https://api.spotify.com/v1/audio-analysis/1oTo3ijRbaDAtrjJrGAPSw,227240,4
Postcards from You,0.559,0.66,11,-7.868,0,0.0257,0.00563,0.805,0.116,0.124,135.02,audio_features,6e34YMQxJitSjh15gK6LL6,spotify:track:6e34YMQxJitSjh15gK6LL6,https://api.spotify.com/v1/tracks/6e34YMQxJitSjh15gK6LL6,https://api.spotify.com/v1/audio-analysis/6e34YMQxJitSjh15gK6LL6,232889,4
Laputa (excerpts) (arr. P. Breiner),0.204,0.0455,7,-17.016,1,0.0412,0.929,0.614,0.229,0.0693,107.616,audio_features,4tZT5KWLwtsSWrb9AXaQHV,spotify:track:4tZT5KWLwtsSWrb9AXaQHV,https://api.spotify.com/v1/tracks/4tZT5KWLwtsSWrb9AXaQHV,https://api.spotify.com/v1/audio-analysis/4tZT5KWLwtsSWrb9AXaQHV,275000,4
